categorie,name,unitTogramme,energieKcal,energieKj,eau,proteines,glucides,sucres,lipides,agSature,fibres,sel,sodium,calcium,fer,vitamineD,vitamineC,vegan,glutenFree,pregnantPermission,Code CIQUAL,Emballage,EF(mPt/kg),ChangementClimatique(kgCO2eq/kg),AppauvrissementCoucheOzone(E-06kgCVC11eq/kg),RayonnementsIonisants(kBqU-235eq/kg),FormationPhotochimiqueOzone(E-03kgNMVOCeq/kg),Particules (E-06 disease inc./kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation terreste (mol N eq/kg),Eutrophisation eaux douces (E-03 kg P eq/kg),Eutrophisation marine (E-03 kg N eq/kg),Utilisation du sol (Pt/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (E-06 kg Sb eq/kg)
VIANDES,Jambon cru,null,225,941.4,50.1,25.9,0.76,0.75,13.2,05.09,0,5.67,2250,10.4,0.97,0.6,13,FALSE,TRUE,FALSE,28800,PP/PE,1.9206542,12.647964,1.0816670000000002,6.5515225,26.186684,1.8028642,0.25893328,1.1265458,2.1692903,59.887458,753.48484,285.51839,10.356161,178.05183,17.757195
VIANDES,Coppa,null,284,1188.256,0,25,1,0.5,20,6.83,0,4.5,1800,0,0,0,0,FALSE,TRUE,FALSE,28850,PP/PE,2.4050366,15.909519,1.3527372,8.189601,32.814597,2.2541437,0.32371839,1.4083971,2.7254564,74.952368,941.90121,358.57611,12.949561,222.61707,22.202893000000003
VIANDES,Pancetta,null,342,1430.928,43.9,20.2,0.75,0.43,28.8,12.5,0,4.14,1650,6.2,0.71,0.66,14.3,FALSE,TRUE,FALSE,28858,PP/PE,2.4050366,15.909519,1.3527372,8.1896011,32.814597,2.2541437,0.32371839,1.4083971,2.7254564,74.952368,941.90121,358.57611,12.949561,222.61707,22.202893000000003
VIANDES,Saucisson sec,null,418,1748.912,30,24.2,2.41,1.2,34.5,11.3,0.73,4.75,1900,14.4,1.27,0.5,5,FALSE,TRUE,FALSE,30300,PP/PE,0.84106878,5.3989777,0.50208347,3.0579838,11.749127,0.7783359999999999,0.1109805,0.4812491,0.92028463,25.644514,321.76097,126.29385,4.7148142,82.183901,10.082564
VIANDES,Rosette,null,380,1589.92,34.9,24.2,1.79,1.46,30.7,11.8,0,4.56,1790,44,1.2,1.11,2.3,FALSE,TRUE,FALSE,30304,PP/PE,0.84106878,5.3989777,0.50208347,3.0579838,11.749127,0.7783359999999999,0.1109805,0.4812491,0.92028463,25.644514,321.76097,126.29385,4.7148142,82.183901,10.082564
VIANDES,Chipolata,null,282,1179.888,55.4,18.8,0.8,0.4,22.4,8.27,0,2.15,859,19,0.79,0.46,11,FALSE,TRUE,TRUE,30115,PET,1.3134958,8.5147035,0.68055613,3.7098721,18.741599,1.292639,0.18668583,0.81301596,1.4256387,42.715178,528.22545,194.24755,7.0931927,108.48852,9.4999673
VIANDES,Saucisse de Toulouse,null,274,1146.416,54.9,18.8,0,0,22.1,8.2,0,1.71,686,11.5,0.9,0.5,1,FALSE,TRUE,TRUE,30110,PS,2.0570424,15.991672,0.98939635,5.3931517,30.832611,1.9344155,0.27715532,1.2015574,2.0845344,62.126266,973.22716,290.85128,9.9472895,166.95392,14.718977
VIANDES,Chair à saucisse,null,323,1351.432,54.2,14.7,0.6,0,29.1,0,0,1.39,556,14.1,1.2,0,0,FALSE,TRUE,TRUE,30050,PS,1.2415588999999998,8.0924878,0.7060746,4.1108405,18.62491,1.1497826999999998,0.16251845,0.69907127,1.4165132,36.993085,497.38215,194.73398,7.0152957,124.34754,9.9768432
VIANDES,Saucisse de Morteau,null,397,1661.048,43.7,16,1,0.5,36.6,0,0,2.6,1040,0,0,0,0,FALSE,TRUE,TRUE,30104,PS,1.1402211999999998,7.2590279,0.72086045,4.6366012,16.816147,1.0056603,0.14172423,0.6070935,1.307568,32.868790000000004,432.58117,175.22828,6.3696492,132.5865,9.696751
VIANDES,Saucisse de Montbéliard,null,319,1334.696,50.5,17.3,1,0.75,27.3,10.5,0,2.33,931,29.9,0.5,0.5,0.5,FALSE,TRUE,TRUE,30105,PS,1.1402211999999998,7.2590279,0.72086045,4.6366012,16.816147,1.0056603,0.14172423,0.6070935,1.307568,32.868790000000004,432.58117,175.22828,6.3696492,132.5865,9.696751
VIANDES,Knackis,null,236,987.424,64,14,1.82,01.01,18.9,5.34,0,1.87,746,0,0,0,0,FALSE,TRUE,TRUE,30746,PS,1.4216143,14.722782,0.54951594,2.6835069,21.441265,1.3134512,0.19289204,0.84576474,1.0289594,42.53275,834.902,146.21261,4.3439505,84.494449,8.276108
VIANDES,Saucisse de Francfort,null,271,1133.864,56.7,13.7,1.24,1,23.4,9,0.5,2,790,16.5,0.91,0.26,0,FALSE,TRUE,TRUE,30134,PET,1.358459,8.6653657,0.74068566,4.3623665,19.119517,1.3103716,0.18909736,0.82245435,1.4809875,43.264605,534.08758,199.51693,7.2929178,122.56525,10.146108
VIANDES,Merguez,null,283,1184.072,54.8,19.8,1.8,1.6,21.8,12,0,2.33,930,38,02.04,0.5,1,FALSE,TRUE,TRUE,30152,PS,3.0440804,36.818879,0.6865840400000001,1.1767783,46.652181,2.9752824,0.44416635,1.967807,1.6885029,94.837502,2117.9465,259.13067,6.3715269,67.370508,13.416844
VIANDES,Saucisse de Strasbourg,null,291,1217.544,57.9,12.4,1.39,01.06,25.9,10.9,1.37,2.21,942,23.7,1.12,0.26,9.4,FALSE,TRUE,TRUE,30742,PS,1.4216143,14.722782,0.54951594,2.6835069,21.441265,1.3134512,0.19289203,0.84576474,1.0289594,42.53275,834.902,146.21261,4.3439505,84.494449,8.276108
VIANDES,Quenelle de volaille,null,187,782.408,0,9.3,14.1,1.2,10.1,1.5,1.1,0.74,295,0,0,0,0,FALSE,FALSE,TRUE,8910,LPDE,0.83301395,7.4017373,0.4687555,1.1520181,17.063862,0.70034878,0.097659879,0.40771184,1.3254759,26.65356,329.42403,123.51386,6.5371167,60.234668,9.9354788
VIANDES,Quenelle de poisson,null,245,1025.08,52.3,8.1,23.6,1.9,12.7,8.2,2.15,0.95,370,27.7,0.84,0,0,FALSE,FALSE,TRUE,8933,LPDE,0.8914162400000001,6.8567315,0.89466658,1.0552482,69.40003999999999,0.90885773,0.1293122,0.40153484,0.73506368,33.696463,158.51464,69.227092,3.0834835,75.662624,10.171208
VIANDES,Quenelle nature,null,217,907.928,0,7.68,14.8,2.15,13.7,0,2.15,01.04,410,0,0,0,0,FALSE,FALSE,TRUE,8937,LPDE,0.3806404399999999,3.5667088,0.23742141,0.86453141,7.7392346,0.29698668,0.040535332,0.16907337,0.58087107,12.501911,150.16537,47.556007,2.9197075,34.467742,4.8036650000000005
VIANDES,Confit de canard,null,273,1142.232,49.7,25.7,0.15,0.14,18.8,7.26,0.4,1.44,568,5.3,2.7,1.8,1,FALSE,TRUE,FALSE,8110,PS,1.1775702,7.7453518,0.79441506,2.206177,23.694603,1.0144941,0.1456016,0.60259467,1.8755416,34.994292,425.14518,227.99272,8.4556226,108.65733,12.593277
VIANDES,Foie gras de canard,null,535,2238.44,35.1,8.41,2.32,1.71,54.6,23,0.35,1.11,440,5.68,4.13,0.2,31,FALSE,TRUE,FALSE,8328,,,,,,,,,,,,,,,,
VIANDES,Andouille,null,211,882.824,60.5,18.4,0.3,0,15.1,0,0,02.08,820,0,0,0,0,FALSE,TRUE,FALSE,8500,PS,2.088308,16.053439,1.0426575,6.0088422,31.014301,1.9385624,0.27760311,1.202439,2.1248813,62.226642,973.53245,294.07931,10.072864,179.94019,15.268701000000002
VIANDES,Andouillette de Troyes,null,254,1062.736,59.9,19.7,0.5,0.5,19,7.91,0.9,1.97,830,26.1,2.8,0.25,0,FALSE,TRUE,FALSE,8552,PS,2.0570424,15.991672,0.98939635,5.3931517,30.832611,1.9344155,0.27715532,1.2015574,2.0845343,62.126266,973.22716,290.85128,9.9472895,166.95392,14.718977
VIANDES,Boudin noir,null,246,1029.264,61.8,11.9,3.78,2.86,20.3,7.46,0,1.31,525,27.2,22.8,0.75,0,FALSE,TRUE,FALSE,8703,PS,0.86258383,9.6206509,0.33463064,1.5415787,13.577217,0.7617499799999999,0.11282605,0.49531479,0.5700273100000001,26.997995,550.83518,84.860417,2.1026891,49.793694,5.1007517
VIANDES,Boudin blanc,null,226,409.964,60.1,9.89,4.6,2,17.1,6.6,0,1.64,655,43.8,0.45,0.61,0.5,FALSE,TRUE,FALSE,8801,,,,,,,,,,,,,,,,
VIANDES,Poitrine de porc fumée,null,303,1267.752,53.9,15.6,0.79,0.75,26.1,9.39,1,2.41,956,0,0,0,0,FALSE,TRUE,FALSE,28502,V (PVC),0.85239438,5.5566167,0.4526905499999999,2.3913211,12.360214,0.83195063,0.11999636,0.52305801,0.8972545,27.427273,339.28959,128.96557,4.909124,70.642804,5.895491499999999
VIANDES,Lardon nature,null,324,1355.616,48.2,23.8,2,0,24.5,12.6,0,3.8,1650,7.5,0.5,0.5,0,FALSE,TRUE,TRUE,28501,PS,0.849795,5.6577879,0.44768916,2.338331,12.389845,0.8341761799999999,0.12016595,0.52292348,0.88054638,27.423815,339.15539,124.61815,4.5408532,70.779741,5.8347909
VIANDES,Viande des Grisons,null,209,874.456,49.5,38.9,1,1,5.47,2.52,0,3.83,1530,30.8,1.8,0.5,0.5,FALSE,TRUE,FALSE,28860,,,,,,,,,,,,,,,,
VIANDES,Chorizo,null,433,1811.672,34,23.5,03.05,02.01,36.1,14.3,0.93,4.24,1690,0,0,0,0,FALSE,TRUE,FALSE,30315,PP/PE,0.87233441,5.4607448,0.5553445800000001,3.6736742,11.930816,0.7824829600000001,0.11142829,0.4821307,0.96063155,25.74489,322.06626,129.52188,4.8403885,95.170172,10.632288
VIANDES,Salami,null,451,1886.984,33.2,17.7,01.05,0.2,41.8,16.2,0,04.05,1620,7.2,1,0.68,3.61,FALSE,TRUE,FALSE,30350,PP/PE,0.84106878,5.3989777,0.50208347,3.0579838,11.749127,0.7783359999999999,0.1109805,0.4812491,0.92028463,25.644514,321.76097,126.29385,4.7148142,82.183901,10.082564
VIANDES,Saucisson cuit,null,322,1347.248,52.1,13.8,1.3,0,29,0,0,1.9,0,0,0,0,5,FALSE,TRUE,TRUE,30701,PP/PE,1.0937515,6.8820627,0.6875215,4.4787094,15.023854,0.98738526,0.14064467,0.60882283,1.2029028000000002,32.495984,406.77204,162.7696,6.0815957,116.80565,13.286592
VIANDES,Cervelas,null,278,1163.152,61.1,11.9,1.56,0.63,24.8,9.37,0.4,1.95,763,32.6,0.5,0.5,18.1,FALSE,TRUE,FALSE,30730,PET,1.8316846,11.732938,0.98610471,5.700841,25.870946,1.7759773,0.25633952,1.1152889,1.9944809,58.650403,724.34803,269.48466,9.8482689,161.69233,13.571403
VIANDES,Mortadelle,null,305,1276.12,55.1,15,1.4,0,26.7,10.6,0,2.13,851,36.5,0.8,0.78,0,FALSE,TRUE,TRUE,30789,PS,1.299011,8.2627327,0.80517638,5.1512866,19.091463,1.1565077,0.16324439,0.70019469,1.4897171,37.769574,497.79742,200.27484,7.2496329,147.35983,10.928909
VIANDES,Cordon bleu de volaille,null,226,945.584,54.1,14,14.6,2.2,12.2,3.2,0.78,1.73,683,60.6,0.68,0.5,0,FALSE,FALSE,TRUE,25089,PS,0.7611749,5.1467039,0.53223582,1.7632393,15.069466,0.6321676599999999,0.090712821,0.37555,1.1800109,22.96723,283.99817,143.79055,5.1646565,75.92245,8.1181994
VIANDES,Nuggets de poulet,null,250,1046,48.6,15.6,19.4,1.3,11.6,2.68,2.4,1.37,547,25,1,0.25,0.5,FALSE,FALSE,TRUE,25512,PS,0.84859156,5.4644746,0.55371501,3.5002983,12.924114,0.72667657,0.10252987,0.43826694,0.98766704,25.516047,335.89839,132.93147,4.6392506,100.85329,7.4108981
